disasterNumber,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,declarationDate,fyDeclared
136,0,1,1,1,1962-10-16T00:00:00.000Z,1962
161,0,1,1,1,1963-12-21T00:00:00.000Z,1964
183,0,1,1,0,1964-12-24T00:00:00.000Z,1965
153,0,1,1,1,1963-04-30T00:00:00.000Z,1963
178,0,1,1,1,1964-10-03T00:00:00.000Z,1964
183,0,1,1,0,1964-12-24T00:00:00.000Z,1965
112,0,1,1,1,1961-05-16T00:00:00.000Z,1961
137,0,1,1,1,1962-10-20T00:00:00.000Z,1962
162,0,1,1,1,1964-03-17T00:00:00.000Z,1964
183,0,1,1,0,1964-12-24T00:00:00.000Z,1965
116,0,1,1,1,1961-06-26T00:00:00.000Z,1961
141,0,1,1,1,1962-12-17T00:00:00.000Z,1963
166,0,1,1,1,1964-03-20T00:00:00.000Z,1964
183,0,1,1,0,1964-12-24T00:00:00.000Z,1965
138,0,1,1,1,1962-10-24T00:00:00.000Z,1962
163,0,1,1,1,1964-03-17T00:00:00.000Z,1964
183,0,1,1,0,1964-12-24T00:00:00.000Z,1965
183,0,1,1,0,1964-12-24T00:00:00.000Z,1965
122,0,1,1,1,1962-03-06T00:00:00.000Z,1962
147,0,1,1,1,1963-03-13T00:00:00.000Z,1963
172,0,1,1,1,1964-06-09T00:00:00.000Z,1964
183,0,1,1,0,1964-12-24T00:00:00.000Z,1965
126,0,1,1,1,1962-03-09T00:00:00.000Z,1962
151,0,1,1,1,1963-03-27T00:00:00.000Z,1963
176,0,1,1,1,1964-09-10T00:00:00.000Z,1964
183,0,1,1,0,1964-12-24T00:00:00.000Z,1965
183,0,1,1,0,1964-12-24T00:00:00.000Z,1965
184,0,1,1,0,1964-12-24T00:00:00.000Z,1965
184,0,1,1,0,1964-12-24T00:00:00.000Z,1965
184,0,1,1,0,1964-12-24T00:00:00.000Z,1965
184,0,1,1,0,1964-12-24T00:00:00.000Z,1965
184,0,1,1,0,1964-12-24T00:00:00.000Z,1965
184,0,1,1,0,1964-12-24T00:00:00.000Z,1965
183,0,1,1,0,1964-12-24T00:00:00.000Z,1965
183,0,1,1,0,1964-12-24T00:00:00.000Z,1965
183,0,1,1,0,1964-12-24T00:00:00.000Z,1965
183,0,1,1,0,1964-12-24T00:00:00.000Z,1965
184,0,1,1,0,1964-12-24T00:00:00.000Z,1965
184,0,1,1,0,1964-12-24T00:00:00.000Z,1965
184,0,1,1,0,1964-12-24T00:00:00.000Z,1965
185,0,1,1,0,1964-12-29T00:00:00.000Z,1965
185,0,1,1,0,1964-12-29T00:00:00.000Z,1965
186,0,1,1,0,1964-12-31T00:00:00.000Z,1965
185,0,1,1,0,1964-12-29T00:00:00.000Z,1965
184,0,1,1,0,1964-12-24T00:00:00.000Z,1965
186,0,1,1,0,1964-12-31T00:00:00.000Z,1965
185,0,1,1,0,1964-12-29T00:00:00.000Z,1965
184,0,1,1,0,1964-12-24T00:00:00.000Z,1965
186,0,1,1,0,1964-12-31T00:00:00.000Z,1965
184,0,1,1,0,1964-12-24T00:00:00.000Z,1965
185,0,1,1,0,1964-12-29T00:00:00.000Z,1965
184,0,1,1,0,1964-12-24T00:00:00.000Z,1965
183,0,1,1,0,1964-12-24T00:00:00.000Z,1965
184,0,1,1,0,1964-12-24T00:00:00.000Z,1965
184,0,1,1,0,1964-12-24T00:00:00.000Z,1965
185,0,1,1,0,1964-12-29T00:00:00.000Z,1965
184,0,1,1,0,1964-12-24T00:00:00.000Z,1965
186,0,1,1,0,1964-12-31T00:00:00.000Z,1965
184,0,1,1,0,1964-12-24T00:00:00.000Z,1965
186,0,1,1,0,1964-12-31T00:00:00.000Z,1965
184,0,1,1,0,1964-12-24T00:00:00.000Z,1965
184,0,1,1,0,1964-12-24T00:00:00.000Z,1965
185,0,1,1,0,1964-12-29T00:00:00.000Z,1965
185,0,1,1,0,1964-12-29T00:00:00.000Z,1965
183,0,1,1,0,1964-12-24T00:00:00.000Z,1965
184,0,1,1,0,1964-12-24T00:00:00.000Z,1965
185,0,1,1,0,1964-12-29T00:00:00.000Z,1965
186,0,1,1,0,1964-12-31T00:00:00.000Z,1965
184,0,1,1,0,1964-12-24T00:00:00.000Z,1965
184,0,1,1,0,1964-12-24T00:00:00.000Z,1965
185,0,1,1,0,1964-12-29T00:00:00.000Z,1965
183,0,1,1,0,1964-12-24T00:00:00.000Z,1965
184,0,1,1,0,1964-12-24T00:00:00.000Z,1965
185,0,1,1,0,1964-12-29T00:00:00.000Z,1965
186,0,1,1,0,1964-12-31T00:00:00.000Z,1965
184,0,1,1,0,1964-12-24T00:00:00.000Z,1965
185,0,1,1,0,1964-12-29T00:00:00.000Z,1965
186,0,1,1,0,1964-12-31T00:00:00.000Z,1965
185,0,1,1,0,1964-12-29T00:00:00.000Z,1965
186,0,1,1,0,1964-12-31T00:00:00.000Z,1965
184,0,1,1,0,1964-12-24T00:00:00.000Z,1965
184,0,1,1,0,1964-12-24T00:00:00.000Z,1965
185,0,1,1,0,1964-12-29T00:00:00.000Z,1965
183,0,1,1,0,1964-12-24T00:00:00.000Z,1965
184,0,1,1,0,1964-12-24T00:00:00.000Z,1965
185,0,1,1,0,1964-12-29T00:00:00.000Z,1965
186,0,1,1,0,1964-12-31T00:00:00.000Z,1965
184,0,1,1,0,1964-12-24T00:00:00.000Z,1965
184,0,1,1,0,1964-12-24T00:00:00.000Z,1965
186,0,1,1,0,1964-12-31T00:00:00.000Z,1965
185,0,1,1,0,1964-12-29T00:00:00.000Z,1965
186,0,1,1,0,1964-12-31T00:00:00.000Z,1965
184,0,1,1,0,1964-12-24T00:00:00.000Z,1965
185,0,1,1,0,1964-12-29T00:00:00.000Z,1965
183,0,1,1,0,1964-12-24T00:00:00.000Z,1965
184,0,1,1,0,1964-12-24T00:00:00.000Z,1965
185,0,1,1,0,1964-12-29T00:00:00.000Z,1965
186,0,1,1,0,1964-12-31T00:00:00.000Z,1965
184,0,1,1,0,1964-12-24T00:00:00.000Z,1965
184,0,1,1,0,1964-12-24T00:00:00.000Z,1965
186,0,1,1,0,1964-12-31T00:00:00.000Z,1965
183,0,1,1,0,1964-12-24T00:00:00.000Z,1965
184,0,1,1,0,1964-12-24T00:00:00.000Z,1965
185,0,1,1,0,1964-12-29T00:00:00.000Z,1965
186,0,1,1,0,1964-12-31T00:00:00.000Z,1965
186,0,1,1,0,1964-12-31T00:00:00.000Z,1965
183,0,1,1,0,1964-12-24T00:00:00.000Z,1965
184,0,1,1,0,1964-12-24T00:00:00.000Z,1965
185,0,1,1,0,1964-12-29T00:00:00.000Z,1965
186,0,1,1,0,1964-12-31T00:00:00.000Z,1965
184,0,1,1,0,1964-12-24T00:00:00.000Z,1965
185,0,1,1,0,1964-12-29T00:00:00.000Z,1965
186,0,1,1,0,1964-12-31T00:00:00.000Z,1965
186,0,1,1,0,1964-12-31T00:00:00.000Z,1965
186,0,1,1,0,1964-12-31T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
187,0,1,1,0,1965-01-18T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
186,0,1,1,0,1964-12-31T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
186,0,1,1,0,1964-12-31T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
186,0,1,1,0,1964-12-31T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
187,0,1,1,0,1965-01-18T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
186,0,1,1,0,1964-12-31T00:00:00.000Z,1965
187,0,1,1,0,1965-01-18T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
186,0,1,1,0,1964-12-31T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
189,0,1,1,0,1965-04-14T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
189,0,1,1,0,1965-04-14T00:00:00.000Z,1965
189,0,1,1,0,1965-04-14T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
189,0,1,1,0,1965-04-14T00:00:00.000Z,1965
189,0,1,1,0,1965-04-14T00:00:00.000Z,1965
189,0,1,1,0,1965-04-14T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
189,0,1,1,0,1965-04-14T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
189,0,1,1,0,1965-04-14T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
186,0,1,1,0,1964-12-31T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
189,0,1,1,0,1965-04-14T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
189,0,1,1,0,1965-04-14T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
186,0,1,1,0,1964-12-31T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
189,0,1,1,0,1965-04-14T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
189,0,1,1,0,1965-04-14T00:00:00.000Z,1965
189,0,1,1,0,1965-04-14T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
187,0,1,1,0,1965-01-18T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
188,0,1,1,0,1965-04-11T00:00:00.000Z,1965
189,0,1,1,0,1965-04-14T00:00:00.000Z,1965
190,0,1,1,0,1965-04-14T00:00:00.000Z,1965
191,0,1,1,0,1965-04-14T00:00:00.000Z,1965
190,0,1,1,0,1965-04-14T00:00:00.000Z,1965
190,0,1,1,0,1965-04-14T00:00:00.000Z,1965
190,0,1,1,0,1965-04-14T00:00:00.000Z,1965
191,0,1,1,0,1965-04-14T00:00:00.000Z,1965
191,0,1,1,0,1965-04-14T00:00:00.000Z,1965
192,0,1,1,0,1965-04-21T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
192,0,1,1,0,1965-04-21T00:00:00.000Z,1965
190,0,1,1,0,1965-04-14T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
192,0,1,1,0,1965-04-21T00:00:00.000Z,1965
190,0,1,1,0,1965-04-14T00:00:00.000Z,1965
191,0,1,1,0,1965-04-14T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
192,0,1,1,0,1965-04-21T00:00:00.000Z,1965
190,0,1,1,0,1965-04-14T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
189,0,1,1,0,1965-04-14T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
191,0,1,1,0,1965-04-14T00:00:00.000Z,1965
191,0,1,1,0,1965-04-14T00:00:00.000Z,1965
192,0,1,1,0,1965-04-21T00:00:00.000Z,1965
192,0,1,1,0,1965-04-21T00:00:00.000Z,1965
189,0,1,1,0,1965-04-14T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
191,0,1,1,0,1965-04-14T00:00:00.000Z,1965
191,0,1,1,0,1965-04-14T00:00:00.000Z,1965
192,0,1,1,0,1965-04-21T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
190,0,1,1,0,1965-04-14T00:00:00.000Z,1965
192,0,1,1,0,1965-04-21T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
190,0,1,1,0,1965-04-14T00:00:00.000Z,1965
190,0,1,1,0,1965-04-14T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
192,0,1,1,0,1965-04-21T00:00:00.000Z,1965
192,0,1,1,0,1965-04-21T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
190,0,1,1,0,1965-04-14T00:00:00.000Z,1965
190,0,1,1,0,1965-04-14T00:00:00.000Z,1965
191,0,1,1,0,1965-04-14T00:00:00.000Z,1965
192,0,1,1,0,1965-04-21T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
190,0,1,1,0,1965-04-14T00:00:00.000Z,1965
191,0,1,1,0,1965-04-14T00:00:00.000Z,1965
191,0,1,1,0,1965-04-14T00:00:00.000Z,1965
192,0,1,1,0,1965-04-21T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
192,0,1,1,0,1965-04-21T00:00:00.000Z,1965
191,0,1,1,0,1965-04-14T00:00:00.000Z,1965
192,0,1,1,0,1965-04-21T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
192,0,1,1,0,1965-04-21T00:00:00.000Z,1965
190,0,1,1,0,1965-04-14T00:00:00.000Z,1965
191,0,1,1,0,1965-04-14T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
190,0,1,1,0,1965-04-14T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
192,0,1,1,0,1965-04-21T00:00:00.000Z,1965
192,0,1,1,0,1965-04-21T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
189,0,1,1,0,1965-04-14T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
191,0,1,1,0,1965-04-14T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
192,0,1,1,0,1965-04-21T00:00:00.000Z,1965
191,0,1,1,0,1965-04-14T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
192,0,1,1,0,1965-04-21T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
190,0,1,1,0,1965-04-14T00:00:00.000Z,1965
192,0,1,1,0,1965-04-21T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
194,0,1,1,0,1965-04-25T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
194,0,1,1,0,1965-04-25T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
195,0,1,1,0,1965-05-10T00:00:00.000Z,1965
195,0,1,1,0,1965-05-10T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
194,0,1,1,0,1965-04-25T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
194,0,1,1,0,1965-04-25T00:00:00.000Z,1965
196,0,1,1,0,1965-05-11T00:00:00.000Z,1965
198,0,1,1,0,1965-06-14T00:00:00.000Z,1965
200,0,1,1,0,1965-06-19T00:00:00.000Z,1965
194,0,1,1,0,1965-04-25T00:00:00.000Z,1965
199,0,1,1,0,1965-06-19T00:00:00.000Z,1965
197,0,1,1,0,1965-05-26T00:00:00.000Z,1965
200,0,1,1,0,1965-06-19T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
199,0,1,1,0,1965-06-19T00:00:00.000Z,1965
195,0,1,1,0,1965-05-10T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
199,0,1,1,0,1965-06-19T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
197,0,1,1,0,1965-05-26T00:00:00.000Z,1965
196,0,1,1,0,1965-05-11T00:00:00.000Z,1965
200,0,1,1,0,1965-06-19T00:00:00.000Z,1965
200,0,1,1,0,1965-06-19T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
195,0,1,1,0,1965-05-10T00:00:00.000Z,1965
195,0,1,1,0,1965-05-10T00:00:00.000Z,1965
199,0,1,1,0,1965-06-19T00:00:00.000Z,1965
199,0,1,1,0,1965-06-19T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
195,0,1,1,0,1965-05-10T00:00:00.000Z,1965
194,0,1,1,0,1965-04-25T00:00:00.000Z,1965
198,0,1,1,0,1965-06-14T00:00:00.000Z,1965
196,0,1,1,0,1965-05-11T00:00:00.000Z,1965
200,0,1,1,0,1965-06-19T00:00:00.000Z,1965
197,0,1,1,0,1965-05-26T00:00:00.000Z,1965
200,0,1,1,0,1965-06-19T00:00:00.000Z,1965
194,0,1,1,0,1965-04-25T00:00:00.000Z,1965
198,0,1,1,0,1965-06-14T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
195,0,1,1,0,1965-05-10T00:00:00.000Z,1965
200,0,1,1,0,1965-06-19T00:00:00.000Z,1965
196,0,1,1,0,1965-05-11T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
200,0,1,1,0,1965-06-19T00:00:00.000Z,1965
194,0,1,1,0,1965-04-25T00:00:00.000Z,1965
198,0,1,1,0,1965-06-14T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
197,0,1,1,0,1965-05-26T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
200,0,1,1,0,1965-06-19T00:00:00.000Z,1965
195,0,1,1,0,1965-05-10T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
200,0,1,1,0,1965-06-19T00:00:00.000Z,1965
195,0,1,1,0,1965-05-10T00:00:00.000Z,1965
199,0,1,1,0,1965-06-19T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
194,0,1,1,0,1965-04-25T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
198,0,1,1,0,1965-06-14T00:00:00.000Z,1965
195,0,1,1,0,1965-05-10T00:00:00.000Z,1965
200,0,1,1,0,1965-06-19T00:00:00.000Z,1965
199,0,1,1,0,1965-06-19T00:00:00.000Z,1965
196,0,1,1,0,1965-05-11T00:00:00.000Z,1965
200,0,1,1,0,1965-06-19T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
194,0,1,1,0,1965-04-25T00:00:00.000Z,1965
198,0,1,1,0,1965-06-14T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
193,0,1,1,0,1965-04-22T00:00:00.000Z,1965
196,0,1,1,0,1965-05-11T00:00:00.000Z,1965
200,0,1,1,0,1965-06-19T00:00:00.000Z,1965
200,0,1,1,0,1965-06-19T00:00:00.000Z,1965
201,0,1,1,0,1965-06-23T00:00:00.000Z,1965
201,0,1,1,0,1965-06-23T00:00:00.000Z,1965
203,0,1,1,0,1965-07-27T00:00:00.000Z,1965
200,0,1,1,0,1965-06-19T00:00:00.000Z,1965
201,0,1,1,0,1965-06-23T00:00:00.000Z,1965
200,0,1,1,0,1965-06-19T00:00:00.000Z,1965
201,0,1,1,0,1965-06-23T00:00:00.000Z,1965
200,0,1,1,0,1965-06-19T00:00:00.000Z,1965
200,0,1,1,0,1965-06-19T00:00:00.000Z,1965
201,0,1,1,0,1965-06-23T00:00:00.000Z,1965
201,0,1,1,0,1965-06-23T00:00:00.000Z,1965
203,0,1,1,0,1965-07-27T00:00:00.000Z,1965
203,0,1,1,0,1965-07-27T00:00:00.000Z,1965
205,0,1,1,0,1965-08-18T00:00:00.000Z,1965
201,0,1,1,0,1965-06-23T00:00:00.000Z,1965
204,0,1,1,0,1965-08-18T00:00:00.000Z,1965
203,0,1,1,0,1965-07-27T00:00:00.000Z,1965
201,0,1,1,0,1965-06-23T00:00:00.000Z,1965
205,0,1,1,0,1965-08-18T00:00:00.000Z,1965
203,0,1,1,0,1965-07-27T00:00:00.000Z,1965
201,0,1,1,0,1965-06-23T00:00:00.000Z,1965
205,0,1,1,0,1965-08-18T00:00:00.000Z,1965
200,0,1,1,0,1965-06-19T00:00:00.000Z,1965
204,0,1,1,0,1965-08-18T00:00:00.000Z,1965
202,0,1,1,0,1965-07-01T00:00:00.000Z,1965
205,0,1,1,0,1965-08-18T00:00:00.000Z,1965
203,0,1,1,0,1965-07-27T00:00:00.000Z,1965
203,0,1,1,0,1965-07-27T00:00:00.000Z,1965
205,0,1,1,0,1965-08-18T00:00:00.000Z,1965
204,0,1,1,0,1965-08-18T00:00:00.000Z,1965
202,0,1,1,0,1965-07-01T00:00:00.000Z,1965
200,0,1,1,0,1965-06-19T00:00:00.000Z,1965
204,0,1,1,0,1965-08-18T00:00:00.000Z,1965
201,0,1,1,0,1965-06-23T00:00:00.000Z,1965
205,0,1,1,0,1965-08-18T00:00:00.000Z,1965
203,0,1,1,0,1965-07-27T00:00:00.000Z,1965
201,0,1,1,0,1965-06-23T00:00:00.000Z,1965
205,0,1,1,0,1965-08-18T00:00:00.000Z,1965
203,0,1,1,0,1965-07-27T00:00:00.000Z,1965
201,0,1,1,0,1965-06-23T00:00:00.000Z,1965
204,0,1,1,0,1965-08-18T00:00:00.000Z,1965
205,0,1,1,0,1965-08-18T00:00:00.000Z,1965
203,0,1,1,0,1965-07-27T00:00:00.000Z,1965
200,0,1,1,0,1965-06-19T00:00:00.000Z,1965
204,0,1,1,0,1965-08-18T00:00:00.000Z,1965
200,0,1,1,0,1965-06-19T00:00:00.000Z,1965
200,0,1,1,0,1965-06-19T00:00:00.000Z,1965
201,0,1,1,0,1965-06-23T00:00:00.000Z,1965
201,0,1,1,0,1965-06-23T00:00:00.000Z,1965
203,0,1,1,0,1965-07-27T00:00:00.000Z,1965
204,0,1,1,0,1965-08-18T00:00:00.000Z,1965
205,0,1,1,0,1965-08-18T00:00:00.000Z,1965
201,0,1,1,0,1965-06-23T00:00:00.000Z,1965
201,0,1,1,0,1965-06-23T00:00:00.000Z,1965
203,0,1,1,0,1965-07-27T00:00:00.000Z,1965
203,0,1,1,0,1965-07-27T00:00:00.000Z,1965
204,0,1,1,0,1965-08-18T00:00:00.000Z,1965
200,0,1,1,0,1965-06-19T00:00:00.000Z,1965
202,0,1,1,0,1965-07-01T00:00:00.000Z,1965
201,0,1,1,0,1965-06-23T00:00:00.000Z,1965
204,0,1,1,0,1965-08-18T00:00:00.000Z,1965
204,0,1,1,0,1965-08-18T00:00:00.000Z,1965
205,0,1,1,0,1965-08-18T00:00:00.000Z,1965
200,0,1,1,0,1965-06-19T00:00:00.000Z,1965
201,0,1,1,0,1965-06-23T00:00:00.000Z,1965
201,0,1,1,0,1965-06-23T00:00:00.000Z,1965
203,0,1,1,0,1965-07-27T00:00:00.000Z,1965
203,0,1,1,0,1965-07-27T00:00:00.000Z,1965
204,0,1,1,0,1965-08-18T00:00:00.000Z,1965
205,0,1,1,0,1965-08-18T00:00:00.000Z,1965
200,0,1,1,0,1965-06-19T00:00:00.000Z,1965
200,0,1,1,0,1965-06-19T00:00:00.000Z,1965
201,0,1,1,0,1965-06-23T00:00:00.000Z,1965
204,0,1,1,0,1965-08-18T00:00:00.000Z,1965
205,0,1,1,0,1965-08-18T00:00:00.000Z,1965
201,0,1,1,0,1965-06-23T00:00:00.000Z,1965
202,0,1,1,0,1965-07-01T00:00:00.000Z,1965
205,0,1,1,0,1965-08-18T00:00:00.000Z,1965
204,0,1,1,0,1965-08-18T00:00:00.000Z,1965
203,0,1,1,0,1965-07-27T00:00:00.000Z,1965
