disasterNumber,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,declarationDate,fyDeclared
1849,0,0,1,1,2009-06-25T14:26:00.000Z,2009
1851,0,0,1,1,2009-07-13T17:00:00.000Z,2009
1852,0,0,1,1,2009-07-30T14:55:00.000Z,2009
1853,0,0,1,1,2009-07-31T16:30:00.000Z,2009
1849,0,0,1,1,2009-06-25T14:26:00.000Z,2009
1852,0,0,1,1,2009-07-30T14:55:00.000Z,2009
1855,0,0,1,1,2009-08-14T17:15:00.000Z,2009
1858,1,0,1,1,2009-09-24T13:30:00.000Z,2009
1853,0,0,1,1,2009-07-31T16:30:00.000Z,2009
1856,0,0,1,1,2009-08-21T14:11:00.000Z,2009
1856,0,0,1,1,2009-08-21T14:11:00.000Z,2009
1857,0,0,1,1,2009-09-01T10:37:00.000Z,2009
1857,0,0,1,1,2009-09-01T10:37:00.000Z,2009
1857,1,0,1,1,2009-09-01T10:37:00.000Z,2009
1858,1,0,1,1,2009-09-24T13:30:00.000Z,2009
1858,1,0,1,1,2009-09-24T13:30:00.000Z,2009
1861,0,0,1,1,2009-12-03T16:15:00.000Z,2010
1861,0,0,1,1,2009-12-03T16:15:00.000Z,2010
1858,1,0,1,1,2009-09-24T13:30:00.000Z,2009
1858,1,0,1,1,2009-09-24T13:30:00.000Z,2009
1861,0,0,1,1,2009-12-03T16:15:00.000Z,2010
1860,0,0,1,1,2009-09-30T16:50:00.000Z,2009
1861,0,0,1,1,2009-12-03T16:15:00.000Z,2010
1861,0,0,1,1,2009-12-03T16:15:00.000Z,2010
1856,0,0,1,1,2009-08-21T14:11:00.000Z,2009
1857,1,0,1,1,2009-09-01T10:37:00.000Z,2009
1858,0,0,1,1,2009-09-24T13:30:00.000Z,2009
1858,0,0,1,1,2009-09-24T13:30:00.000Z,2009
1860,0,0,1,1,2009-09-30T16:50:00.000Z,2009
1861,0,0,1,1,2009-12-03T16:15:00.000Z,2010
1859,1,0,1,0,2009-09-29T21:55:00.000Z,2009
1859,1,0,1,1,2009-09-29T21:55:00.000Z,2009
1861,0,0,1,1,2009-12-03T16:15:00.000Z,2010
1861,0,0,1,1,2009-12-03T16:15:00.000Z,2010
1858,1,0,1,1,2009-09-24T13:30:00.000Z,2009
1856,0,0,1,1,2009-08-21T14:11:00.000Z,2009
1861,0,0,1,1,2009-12-03T16:15:00.000Z,2010
1858,1,0,1,1,2009-09-24T13:30:00.000Z,2009
1854,0,0,1,1,2009-08-13T17:40:00.000Z,2009
1857,0,0,1,1,2009-09-01T10:37:00.000Z,2009
1858,1,0,1,1,2009-09-24T13:30:00.000Z,2009
1861,0,0,1,1,2009-12-03T16:15:00.000Z,2010
1858,1,0,1,1,2009-09-24T13:30:00.000Z,2009
1861,0,0,1,1,2009-12-03T16:15:00.000Z,2010
1861,0,0,1,1,2009-12-03T16:15:00.000Z,2010
1856,0,0,1,1,2009-08-21T14:11:00.000Z,2009
1861,0,0,1,1,2009-12-03T16:15:00.000Z,2010
1858,1,0,1,1,2009-09-24T13:30:00.000Z,2009
1858,0,0,1,1,2009-09-24T13:30:00.000Z,2009
1861,0,0,1,1,2009-12-03T16:15:00.000Z,2010
1858,0,0,1,1,2009-09-24T13:30:00.000Z,2009
1861,0,0,1,1,2009-12-03T16:15:00.000Z,2010
1861,0,0,1,1,2009-12-03T16:15:00.000Z,2010
1861,0,0,1,1,2009-12-03T16:15:00.000Z,2010
1861,0,0,1,1,2009-12-03T16:15:00.000Z,2010
1861,0,0,1,1,2009-12-03T16:15:00.000Z,2010
1857,1,0,1,1,2009-09-01T10:37:00.000Z,2009
1860,0,0,1,1,2009-09-30T16:50:00.000Z,2009
1860,0,0,1,1,2009-09-30T16:50:00.000Z,2009
1861,0,0,1,1,2009-12-03T16:15:00.000Z,2010
1861,0,0,1,1,2009-12-03T16:15:00.000Z,2010
1856,0,0,1,1,2009-08-21T14:11:00.000Z,2009
1859,1,0,1,1,2009-09-29T21:55:00.000Z,2009
1858,1,0,0,1,2009-09-24T13:30:00.000Z,2009
1861,0,0,1,1,2009-12-03T16:15:00.000Z,2010
1859,1,0,1,1,2009-09-29T21:55:00.000Z,2009
1855,1,0,1,1,2009-08-14T17:15:00.000Z,2009
1861,0,0,1,1,2009-12-03T16:15:00.000Z,2010
1858,0,0,1,1,2009-09-24T13:30:00.000Z,2009
1861,0,0,1,1,2009-12-03T16:15:00.000Z,2010
1861,0,0,1,1,2009-12-03T16:15:00.000Z,2010
1861,0,0,1,1,2009-12-03T16:15:00.000Z,2010
1858,1,0,1,1,2009-09-24T13:30:00.000Z,2009
1861,0,0,1,1,2009-12-03T16:15:00.000Z,2010
1858,1,0,1,1,2009-09-24T13:30:00.000Z,2009
1861,0,0,1,1,2009-12-03T16:15:00.000Z,2010
1861,0,0,1,1,2009-12-03T16:15:00.000Z,2010
1858,1,0,1,1,2009-09-24T13:30:00.000Z,2009
1858,0,0,1,1,2009-09-24T13:30:00.000Z,2009
1858,1,0,1,1,2009-09-24T13:30:00.000Z,2009
1861,0,0,1,1,2009-12-03T16:15:00.000Z,2010
1861,0,0,1,1,2009-12-03T16:15:00.000Z,2010
1861,0,0,1,1,2009-12-03T16:15:00.000Z,2010
1859,1,0,1,1,2009-09-29T21:55:00.000Z,2009
1858,1,0,0,1,2009-09-24T13:30:00.000Z,2009
1861,0,0,1,1,2009-12-03T16:15:00.000Z,2010
1860,0,0,1,1,2009-09-30T16:50:00.000Z,2009
1861,0,0,1,1,2009-12-03T16:15:00.000Z,2010
1858,1,0,1,1,2009-09-24T13:30:00.000Z,2009
1861,0,0,1,1,2009-12-03T16:15:00.000Z,2010
1861,0,0,1,1,2009-12-03T16:15:00.000Z,2010
1861,0,0,1,1,2009-12-03T16:15:00.000Z,2010
1862,0,0,1,1,2009-12-09T17:30:00.000Z,2010
1862,0,0,1,1,2009-12-09T17:30:00.000Z,2010
1862,0,0,1,1,2009-12-09T17:30:00.000Z,2010
1861,0,0,1,1,2009-12-03T16:15:00.000Z,2010
1862,0,0,1,1,2009-12-09T17:30:00.000Z,2010
1863,0,0,1,1,2009-12-10T14:30:00.000Z,2010
1862,0,0,1,1,2009-12-09T17:30:00.000Z,2010
1862,0,0,1,1,2009-12-09T17:30:00.000Z,2010
1862,0,0,1,1,2009-12-09T17:30:00.000Z,2010
1863,0,0,1,1,2009-12-10T14:30:00.000Z,2010
1862,0,0,1,1,2009-12-09T17:30:00.000Z,2010
1863,0,0,1,1,2009-12-10T14:30:00.000Z,2010
1862,0,0,1,1,2009-12-09T17:30:00.000Z,2010
1863,0,0,1,1,2009-12-10T14:30:00.000Z,2010
1862,0,0,1,1,2009-12-09T17:30:00.000Z,2010
1863,0,0,1,1,2009-12-10T14:30:00.000Z,2010
1862,0,0,1,1,2009-12-09T17:30:00.000Z,2010
1863,0,0,1,1,2009-12-10T14:30:00.000Z,2010
1862,0,0,1,1,2009-12-09T17:30:00.000Z,2010
1870,0,0,1,1,2009-12-31T13:00:00.000Z,2010
1863,0,0,1,1,2009-12-10T14:30:00.000Z,2010
1871,0,0,1,1,2010-02-02T15:24:00.000Z,2010
1870,0,0,1,1,2009-12-31T13:00:00.000Z,2010
1864,0,0,1,1,2009-12-16T19:30:00.000Z,2010
1872,0,0,1,1,2010-02-04T12:23:00.000Z,2010
1870,0,0,1,1,2009-12-31T13:00:00.000Z,2010
1864,0,0,1,1,2009-12-16T19:30:00.000Z,2010
1872,0,0,1,1,2010-02-04T12:23:00.000Z,2010
1870,0,0,1,1,2009-12-31T13:00:00.000Z,2010
1868,0,0,1,1,2009-12-23T17:25:00.000Z,2010
1863,0,0,1,1,2009-12-10T14:30:00.000Z,2010
1864,0,0,1,1,2009-12-16T19:30:00.000Z,2010
1868,0,0,1,1,2009-12-23T17:25:00.000Z,2010
1870,0,0,1,1,2009-12-31T13:00:00.000Z,2010
1871,0,0,1,1,2010-02-02T15:24:00.000Z,2010
1872,0,0,1,1,2010-02-04T12:23:00.000Z,2010
1863,0,0,1,1,2009-12-10T14:30:00.000Z,2010
1867,0,0,1,1,2009-12-22T15:09:00.000Z,2010
1871,0,0,1,1,2010-02-02T15:24:00.000Z,2010
1870,0,0,1,1,2009-12-31T13:00:00.000Z,2010
1864,0,0,1,1,2009-12-16T19:30:00.000Z,2010
1871,0,0,1,1,2010-02-02T15:24:00.000Z,2010
1870,0,0,1,1,2009-12-31T13:00:00.000Z,2010
1870,0,0,1,1,2009-12-31T13:00:00.000Z,2010
1872,0,0,1,1,2010-02-04T12:23:00.000Z,2010
1872,0,0,1,1,2010-02-04T12:23:00.000Z,2010
1867,0,0,1,1,2009-12-22T15:09:00.000Z,2010
1871,0,0,1,1,2010-02-02T15:24:00.000Z,2010
1866,0,0,1,1,2009-12-22T15:30:00.000Z,2010
1871,0,0,1,1,2010-02-02T15:24:00.000Z,2010
1871,0,0,1,1,2010-02-02T15:24:00.000Z,2010
1863,0,0,1,1,2009-12-10T14:30:00.000Z,2010
1869,0,0,1,1,2009-12-31T13:17:00.000Z,2010
1871,0,0,1,1,2010-02-02T15:24:00.000Z,2010
1864,0,0,1,1,2009-12-16T19:30:00.000Z,2010
1870,0,0,1,1,2009-12-31T13:00:00.000Z,2010
1870,0,0,1,1,2009-12-31T13:00:00.000Z,2010
1870,0,0,1,1,2009-12-31T13:00:00.000Z,2010
1872,0,0,1,1,2010-02-04T12:23:00.000Z,2010
1866,0,0,1,1,2009-12-22T15:30:00.000Z,2010
1867,0,0,1,1,2009-12-22T15:09:00.000Z,2010
1871,0,0,1,1,2010-02-02T15:24:00.000Z,2010
1871,0,0,1,1,2010-02-02T15:24:00.000Z,2010
1871,0,0,1,1,2010-02-02T15:24:00.000Z,2010
1863,0,0,1,1,2009-12-10T14:30:00.000Z,2010
1865,0,0,1,1,2009-12-18T14:30:00.000Z,2010
1870,0,0,1,1,2009-12-31T13:00:00.000Z,2010
1871,0,0,1,1,2010-02-02T15:24:00.000Z,2010
1872,0,0,1,1,2010-02-04T12:23:00.000Z,2010
1868,0,0,1,1,2009-12-23T17:25:00.000Z,2010
1871,0,0,1,1,2010-02-02T15:24:00.000Z,2010
1864,0,0,1,1,2009-12-16T19:30:00.000Z,2010
1870,0,0,1,1,2009-12-31T13:00:00.000Z,2010
1872,0,0,1,1,2010-02-04T12:23:00.000Z,2010
1864,0,0,1,1,2009-12-16T19:30:00.000Z,2010
1870,0,0,1,1,2009-12-31T13:00:00.000Z,2010
1872,0,0,1,1,2010-02-04T12:23:00.000Z,2010
1869,0,0,1,1,2009-12-31T13:17:00.000Z,2010
1871,0,0,1,1,2010-02-02T15:24:00.000Z,2010
1872,0,0,1,1,2010-02-04T12:23:00.000Z,2010
1872,0,0,1,1,2010-02-04T12:23:00.000Z,2010
1872,0,0,1,1,2010-02-04T12:23:00.000Z,2010
1872,0,0,1,1,2010-02-04T12:23:00.000Z,2010
1872,0,0,1,1,2010-02-04T12:23:00.000Z,2010
1872,0,0,1,1,2010-02-04T12:23:00.000Z,2010
1872,0,0,1,1,2010-02-04T12:23:00.000Z,2010
1872,0,0,1,1,2010-02-04T12:23:00.000Z,2010
1872,0,0,1,1,2010-02-04T12:23:00.000Z,2010
1872,0,0,1,1,2010-02-04T12:23:00.000Z,2010
1873,0,0,1,1,2010-02-05T12:20:00.000Z,2010
1872,0,0,1,1,2010-02-04T12:23:00.000Z,2010
1872,0,0,1,1,2010-02-04T12:23:00.000Z,2010
1872,0,0,1,1,2010-02-04T12:23:00.000Z,2010
1873,0,0,1,1,2010-02-05T12:20:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1872,0,0,1,1,2010-02-04T12:23:00.000Z,2010
1872,0,0,1,1,2010-02-04T12:23:00.000Z,2010
1873,0,0,1,1,2010-02-05T12:20:00.000Z,2010
1872,0,0,1,1,2010-02-04T12:23:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1875,0,0,1,1,2010-02-19T19:44:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1873,0,0,1,1,2010-02-05T12:20:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1875,0,0,1,1,2010-02-19T19:44:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1875,0,0,1,1,2010-02-19T19:44:00.000Z,2010
1873,0,0,1,1,2010-02-05T12:20:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1875,0,0,1,1,2010-02-19T19:44:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1873,0,0,1,1,2010-02-05T12:20:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1875,0,0,1,1,2010-02-19T19:44:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1875,0,0,1,1,2010-02-19T19:44:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1873,0,0,1,1,2010-02-05T12:20:00.000Z,2010
1875,0,0,1,1,2010-02-19T19:44:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1875,0,0,1,1,2010-02-19T19:44:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1875,0,0,1,1,2010-02-19T19:44:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1875,0,0,1,1,2010-02-19T19:44:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1875,0,0,1,1,2010-02-19T19:44:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1874,0,0,1,1,2010-02-16T13:30:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1875,0,0,1,1,2010-02-19T19:44:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1877,0,0,1,1,2010-02-25T15:30:00.000Z,2010
1877,0,0,1,1,2010-02-25T15:30:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1877,0,0,1,1,2010-02-25T15:30:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1877,0,0,1,1,2010-02-25T15:30:00.000Z,2010
1877,0,0,1,1,2010-02-25T15:30:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1877,0,0,1,1,2010-02-25T15:30:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1877,0,0,1,1,2010-02-25T15:30:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1877,0,0,1,1,2010-02-25T15:30:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1877,0,0,1,1,2010-02-25T15:30:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1877,0,0,1,1,2010-02-25T15:30:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1877,0,0,1,1,2010-02-25T15:30:00.000Z,2010
1877,0,0,1,1,2010-02-25T15:30:00.000Z,2010
1877,0,0,1,1,2010-02-25T15:30:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1877,0,0,1,1,2010-02-25T15:30:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1877,0,0,1,1,2010-02-25T15:30:00.000Z,2010
1877,0,0,1,1,2010-02-25T15:30:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1877,0,0,1,1,2010-02-25T15:30:00.000Z,2010
1877,0,0,1,1,2010-02-25T15:30:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1877,0,0,1,1,2010-02-25T15:30:00.000Z,2010
1877,0,0,1,1,2010-02-25T15:30:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1877,0,0,1,1,2010-02-25T15:30:00.000Z,2010
1877,0,0,1,1,2010-02-25T15:30:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1877,0,0,1,1,2010-02-25T15:30:00.000Z,2010
1877,0,0,1,1,2010-02-25T15:30:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1877,0,0,1,1,2010-02-25T15:30:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1877,0,0,1,1,2010-02-25T15:30:00.000Z,2010
1876,0,0,1,1,2010-02-25T12:50:00.000Z,2010
1877,0,0,1,1,2010-02-25T15:30:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1879,0,0,1,1,2010-02-26T16:25:00.000Z,2010
1879,0,0,1,1,2010-02-26T16:25:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1879,0,0,1,1,2010-02-26T16:25:00.000Z,2010
1879,0,0,1,1,2010-02-26T16:25:00.000Z,2010
1880,0,0,1,1,2010-03-02T11:37:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1879,0,0,1,1,2010-02-26T16:25:00.000Z,2010
1880,0,0,1,1,2010-03-02T11:37:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1879,0,0,1,1,2010-02-26T16:25:00.000Z,2010
1879,0,0,1,1,2010-02-26T16:25:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1880,0,0,1,1,2010-03-02T11:37:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1879,0,0,1,1,2010-02-26T16:25:00.000Z,2010
1879,0,0,1,1,2010-02-26T16:25:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1879,0,0,1,1,2010-02-26T16:25:00.000Z,2010
1879,0,0,1,1,2010-02-26T16:25:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1879,0,0,1,1,2010-02-26T16:25:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1880,0,0,1,1,2010-03-02T11:37:00.000Z,2010
1879,0,0,1,1,2010-02-26T16:25:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1879,0,0,1,1,2010-02-26T16:25:00.000Z,2010
1879,0,0,1,1,2010-02-26T16:25:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1879,0,0,1,1,2010-02-26T16:25:00.000Z,2010
1879,0,0,1,1,2010-02-26T16:25:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1879,0,0,1,1,2010-02-26T16:25:00.000Z,2010
1880,0,0,1,1,2010-03-02T11:37:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1879,0,0,1,1,2010-02-26T16:25:00.000Z,2010
1880,0,0,1,1,2010-03-02T11:37:00.000Z,2010
1879,0,0,1,1,2010-02-26T16:25:00.000Z,2010
1879,0,0,1,1,2010-02-26T16:25:00.000Z,2010
1880,0,0,1,1,2010-03-02T11:37:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1879,0,0,1,1,2010-02-26T16:25:00.000Z,2010
1879,0,0,1,1,2010-02-26T16:25:00.000Z,2010
1879,0,0,1,1,2010-02-26T16:25:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1879,0,0,1,1,2010-02-26T16:25:00.000Z,2010
1880,0,0,1,1,2010-03-02T11:37:00.000Z,2010
1878,0,0,1,1,2010-02-25T15:16:00.000Z,2010
1879,0,0,1,1,2010-02-26T16:25:00.000Z,2010
1880,0,0,1,1,2010-03-02T11:37:00.000Z,2010
1880,0,0,1,1,2010-03-02T11:37:00.000Z,2010
1880,0,0,1,1,2010-03-02T11:37:00.000Z,2010
1880,0,0,1,1,2010-03-02T11:37:00.000Z,2010
1880,0,0,1,1,2010-03-02T11:37:00.000Z,2010
1880,0,0,1,1,2010-03-02T11:37:00.000Z,2010
1880,0,0,1,1,2010-03-02T11:37:00.000Z,2010
1880,0,0,1,1,2010-03-02T11:37:00.000Z,2010
1880,0,0,1,1,2010-03-02T11:37:00.000Z,2010
1880,0,0,1,1,2010-03-02T11:37:00.000Z,2010
1880,0,0,1,1,2010-03-02T11:37:00.000Z,2010
1880,0,0,1,1,2010-03-02T11:37:00.000Z,2010
1880,0,0,1,1,2010-03-02T11:37:00.000Z,2010
1880,0,0,1,1,2010-03-02T11:37:00.000Z,2010
1880,0,0,1,1,2010-03-02T11:37:00.000Z,2010
1881,0,0,1,1,2010-03-02T11:30:00.000Z,2010
1880,0,0,1,1,2010-03-02T11:37:00.000Z,2010
1883,0,0,1,1,2010-03-05T20:00:00.000Z,2010
1883,0,0,1,1,2010-03-05T20:00:00.000Z,2010
1883,0,0,1,1,2010-03-05T20:00:00.000Z,2010
