disasterNumber,state,declaredCountyArea,placeCode
1465,OK,Kingfisher (County),99073.0
1465,OK,Okfuskee (County),99107.0
1466,AL,Clay (County),99027.0
1466,AL,Escambia (County),99053.0
1466,AL,Tallapoosa (County),99123.0
1467,NY,Genesee (County),99037.0
1466,AL,Blount (County),99009.0
1465,OK,Carter (County),99019.0
1466,AL,Morgan (County),99103.0
1466,AL,Baldwin (County),99003.0
1465,OK,Pontotoc (County),99123.0
1466,AL,Marshall (County),99095.0
1466,AL,Lauderdale (County),99077.0
1465,OK,Muskogee (County),99101.0
1466,AL,Cullman (County),99043.0
1467,NY,Cayuga (County),99011.0
1466,AL,Bullock (County),99011.0
1466,AL,Randolph (County),99111.0
1467,NY,Oneida (County),99065.0
1467,NY,Onondaga (County),99067.0
1467,NY,Otsego (County),99077.0
1467,NY,Madison (County),99053.0
1467,NY,Monroe (County),99055.0
1468,ME,Androscoggin (County),99001.0
1467,NY,Yates (County),99123.0
1467,NY,Oswego (County),99075.0
1467,NY,Schenectady (County),99093.0
1467,NY,Ontario (County),99069.0
1467,NY,Livingston (County),99051.0
1467,NY,Seneca (County),99099.0
1468,ME,Cumberland (County),99005.0
1467,NY,Orleans (County),99073.0
1468,ME,Washington (County),99029.0
1469,IL,Pike (County),99149.0
1468,ME,Kennebec (County),99011.0
1471,KY,Carlisle (County),99039.0
1470,MS,Itawamba (County),99057.0
1468,ME,Lincoln (County),99015.0
1471,KY,Hardin (County),99093.0
1470,MS,Lee (County),99081.0
1469,IL,Hancock (County),99067.0
1471,KY,Hart (County),99099.0
1471,KY,Breckinridge (County),99027.0
1469,IL,Greene (County),99061.0
1471,KY,Breathitt (County),99025.0
1470,MS,Webster (County),99155.0
1468,ME,Aroostook (County),99003.0
1471,KY,Jessamine (County),99113.0
1469,IL,Woodford (County),99203.0
1469,IL,Pope (County),99151.0
1471,KY,Garrard (County),99079.0
1471,KY,Carter (County),99043.0
1467,NY,Wayne (County),99117.0
1469,IL,Union (County),99181.0
1471,KY,Fleming (County),99069.0
1469,IL,Adams (County),99001.0
1471,KY,Anderson (County),99005.0
1471,KY,Knox (County),99121.0
1469,IL,Massac (County),99127.0
1468,ME,Franklin (County),99007.0
1471,KY,Caldwell (County),99033.0
1470,MS,Chickasaw (County),99017.0
1468,ME,Piscataquis (County),99021.0
1471,KY,Grayson (County),99085.0
1470,MS,Pontotoc (County),99115.0
1471,KY,Jefferson (County),99111.0
1469,IL,McDonough (County),99109.0
1470,MS,Calhoun (County),99013.0
1471,KY,Calloway (County),99035.0
1471,KY,Graves (County),99083.0
1469,IL,Brown (County),99009.0
1469,IL,Alexander (County),99003.0
1471,KY,Boyd (County),99019.0
1468,ME,Hancock (County),99009.0
1471,KY,Ballard (County),99007.0
1470,MS,Clay (County),99025.0
1471,KY,Greenup (County),99089.0
1471,KY,Larue (County),99123.0
1469,IL,Pulaski (County),99153.0
1468,ME,Penobscot (County),99019.0
1470,MS,Monroe (County),99095.0
1471,KY,Hopkins (County),99107.0
1469,IL,Tazewell (County),99179.0
1471,KY,Estill (County),99065.0
1469,IL,Mason (County),99125.0
1471,KY,Crittenden (County),99055.0
1471,KY,Bullitt (County),99029.0
1469,IL,Schuyler (County),99169.0
1471,KY,Elliott (County),99063.0
1469,IL,Fulton (County),99057.0
1471,KY,Boyle (County),99021.0
1468,ME,Oxford (County),99017.0
1470,MS,Lowndes (County),99087.0
1471,KY,Henderson (County),99101.0
1471,KY,McLean (County),99149.0
1471,KY,Nicholas (County),99181.0
1471,KY,Mason (County),99161.0
1471,KY,Washington (County),99229.0
1471,KY,Webster (County),99233.0
1471,KY,Owsley (County),99189.0
1471,KY,Lawrence (County),99127.0
1471,KY,Mercer (County),99167.0
1471,KY,Livingston (County),99139.0
1471,KY,Meade (County),99163.0
1471,KY,Rowan (County),99205.0
1471,KY,Lewis (County),99135.0
1471,KY,Union (County),99225.0
1471,KY,Madison (County),99151.0
1471,KY,Nelson (County),99179.0
1472,AR,Madison (County),99087.0
1472,AR,Faulkner (County),99045.0
1474,WV,Marion (County),99049.0
1472,AR,Poinsett (County),99111.0
1472,AR,Cleburne (County),99023.0
1472,AR,Columbia (County),99027.0
1474,WV,Doddridge (County),99017.0
1474,WV,Nicholas (County),99067.0
1475,KY,Johnson (County),99115.0
1472,AR,Cross (County),99037.0
1472,AR,Woodruff (County),99147.0
1473,AS,Eastern (District),99010.0
1475,KY,Clay (County),99051.0
1474,WV,Wayne (County),99099.0
1472,AR,Phillips (County),99107.0
1472,AR,Lonoke (County),99085.0
1474,WV,Logan (County),99045.0
1472,AR,Craighead (County),99031.0
1472,AR,Van Buren (County),99141.0
1474,WV,Kanawha (County),99039.0
1475,KY,Boyd (County),99019.0
1475,KY,Knox (County),99121.0
1472,AR,Conway (County),99029.0
1472,AR,Nevada (County),99099.0
1474,WV,Harrison (County),99033.0
1474,WV,Preston (County),99077.0
1475,KY,Knott (County),99119.0
1472,AR,Crittenden (County),99035.0
1472,AR,White (County),99145.0
1474,WV,Lincoln (County),99043.0
1475,KY,Breathitt (County),99025.0
1472,AR,Benton (County),99007.0
1474,WV,Berkeley (County),99003.0
1475,KY,Floyd (County),99071.0
1472,AR,Fulton (County),99049.0
1474,WV,Mason (County),99053.0
1474,WV,Cabell (County),99011.0
1472,AR,Chicot (County),99017.0
1472,AR,Newton (County),99101.0
1474,WV,Boone (County),99005.0
1474,WV,Putnam (County),99079.0
1475,KY,Greenup (County),99089.0
1471,KY,Woodford (County),99239.0
1472,AR,Independence (County),99063.0
1473,AS,Western (District),99050.0
1474,WV,McDowell (County),99047.0
1471,KY,Perry (County),99193.0
1475,KY,Harlan (County),99095.0
1472,AR,St. Francis (County),99123.0
1474,WV,Wyoming (County),99109.0
1472,AR,Jackson (County),99067.0
1474,WV,Mingo (County),99059.0
1474,WV,Tucker (County),99093.0
1475,KY,Elliott (County),99063.0
1472,AR,Perry (County),99105.0
1474,WV,Monongalia (County),99061.0
1474,WV,Ritchie (County),99085.0
1475,KY,Carter (County),99043.0
1475,KY,Leslie (County),99131.0
1475,KY,Perry (County),99193.0
1475,KY,Rowan (County),99205.0
1475,KY,Lawrence (County),99127.0
1475,KY,Magoffin (County),99153.0
1475,KY,Monroe (County),99171.0
1475,KY,Martin (County),99159.0
1475,KY,Pike (County),99195.0
1475,KY,Lewis (County),99135.0
1476,IN,Allen (County),99003.0
1476,IN,Blackford (County),99009.0
1475,KY,Owsley (County),99189.0
1475,KY,Letcher (County),99133.0
1475,KY,Montgomery (County),99173.0
1476,IN,Adams (County),99001.0
1476,IN,Grant (County),99053.0
1476,IN,Howard (County),99067.0
1476,IN,Union (County),99161.0
1476,IN,Wayne (County),99177.0
1479,TX,DeWitt (County),99123.0
1476,IN,Boone (County),99011.0
1476,IN,Marion (County),99097.0
1476,IN,Noble (County),99113.0
1478,OH,Crawford (County),99033.0
1478,OH,Pike (County),99131.0
1476,IN,Benton (County),99007.0
1476,IN,Lake (County),99089.0
1476,IN,Morgan (County),99109.0
1478,OH,Auglaize (County),99011.0
1478,OH,Mahoning (County),99099.0
1476,IN,Hamilton (County),99057.0
1476,IN,Delaware (County),99035.0
1476,IN,Vigo (County),99167.0
1476,IN,Randolph (County),99135.0
1479,TX,Galveston (County),99167.0
1479,TX,Bee (County),99025.0
1476,IN,Clay (County),99021.0
1476,IN,Porter (County),99127.0
1479,TX,Aransas (County),99007.0
1476,IN,Jasper (County),99073.0
1476,IN,White (County),99181.0
1476,IN,Greene (County),99055.0
1476,IN,Huntington (County),99069.0
1476,IN,Vanderburgh (County),99163.0
1476,IN,Wells (County),99179.0
1479,TX,Frio (County),99163.0
1476,IN,Cass (County),99017.0
1476,IN,Montgomery (County),99107.0
1476,IN,Parke (County),99121.0
1478,OH,Logan (County),99091.0
1478,OH,Van Wert (County),99161.0
1476,IN,Hancock (County),99059.0
1476,IN,Jay (County),99075.0
1476,IN,Wabash (County),99169.0
1476,IN,Whitley (County),99183.0
1476,IN,Newton (County),99111.0
1476,IN,Clinton (County),99023.0
1478,OH,Mercer (County),99107.0
1476,IN,Pulaski (County),99131.0
1479,TX,Atascosa (County),99013.0
1476,IN,Kosciusko (County),99085.0
1477,AZ,Pima (County),99019.0
1476,IN,Fountain (County),99045.0
1476,IN,Tippecanoe (County),99157.0
1479,TX,Brazoria (County),99039.0
1476,IN,Henry (County),99065.0
1476,IN,Warren (County),99171.0
1476,IN,Carroll (County),99015.0
1476,IN,Owen (County),99119.0
1478,OH,Shelby (County),99149.0
1476,IN,Madison (County),99095.0
1478,OH,Columbiana (County),99029.0
1476,IN,Fulton (County),99049.0
1476,IN,Tipton (County),99159.0
1479,TX,Calhoun (County),99057.0
1476,IN,Miami (County),99103.0
1478,OH,Darke (County),99037.0
1479,TX,Jackson (County),99239.0
1479,TX,Live Oak (County),99297.0
1480,NE,Deuel (County),99049.0
1479,TX,Victoria (County),99469.0
1480,NE,Butler (County),99023.0
1479,TX,McMullen (County),99311.0
1479,TX,Goliad (County),99175.0
1479,TX,Karnes (County),99255.0
1480,NE,Cedar (County),99027.0
1479,TX,Refugio (County),99391.0
1480,NE,Cuming (County),99039.0
1479,TX,San Patricio (County),99409.0
1479,TX,Matagorda (County),99321.0
1479,TX,Zavala (County),99507.0
1480,NE,Dixon (County),99051.0
1480,NE,Polk (County),99143.0
1481,FL,Levy (County),99075.0
1484,OH,Medina (County),99103.0
1485,PA,Crawford (County),99039.0
1486,NY,Chemung (County),99015.0
1480,NE,Pierce (County),99139.0
1481,FL,Sarasota (County),99115.0
1484,OH,Jefferson (County),99081.0
1485,PA,Lawrence (County),99073.0
1486,NY,Allegany (County),99003.0
1480,NE,Knox (County),99107.0
1480,NE,Douglas (County),99055.0
1484,OH,Columbiana (County),99029.0
1482,TN,Fayette (County),99047.0
1485,PA,Warren (County),99123.0
1485,PA,Mercer (County),99085.0
1481,FL,Hardee (County),99049.0
1480,NE,Valley (County),99175.0
1485,PA,Blair (County),99013.0
1484,OH,Richland (County),99139.0
1481,FL,Citrus (County),99017.0
1486,NY,Fulton (County),99035.0
1484,OH,Summit (County),99153.0
1480,NE,Howard (County),99093.0
1484,OH,Adams (County),99001.0
1485,PA,Tioga (County),99117.0
1480,NE,Jefferson (County),99095.0
1481,FL,Charlotte (County),99015.0
1484,OH,Carroll (County),99019.0
1485,PA,Venango (County),99121.0
1484,OH,Stark (County),99151.0
1481,FL,Dixie (County),99029.0
1480,NE,Holt (County),99089.0
1484,OH,Vinton (County),99163.0
1483,ND,Barnes (County),99003.0
1480,NE,Greeley (County),99077.0
1485,PA,Statewide,0.0
1482,TN,Shelby (County),99157.0
1480,NE,Stanton (County),99167.0
1485,PA,Potter (County),99105.0
1484,OH,Monroe (County),99111.0
1481,FL,Hernando (County),99053.0
1486,NY,Columbia (County),99021.0
1485,PA,Clarion (County),99031.0
1480,NE,Perkins (County),99135.0
1480,NE,Platte (County),99141.0
1484,OH,Franklin (County),99049.0
1484,OH,Mahoning (County),99099.0
1485,PA,Wyoming (County),99131.0
1481,FL,DeSoto (County),99027.0
1486,NY,Cattaraugus (County),99009.0
1484,OH,Trumbull (County),99155.0
1481,FL,Pasco (County),99101.0
1481,FL,Taylor (County),99123.0
1485,PA,McKean (County),99083.0
1480,NE,Thayer (County),99169.0
1484,OH,Portage (County),99133.0
1486,NY,Delaware (County),99025.0
1481,FL,Manatee (County),99081.0
1485,PA,Forest (County),99053.0
1485,PA,Lackawanna (County),99069.0
1480,NE,McPherson (County),99117.0
1484,OH,Cuyahoga (County),99035.0
1485,PA,Wayne (County),99127.0
1486,NY,Rensselaer (County),99083.0
1486,NY,Wyoming (County),99121.0
1486,NY,Greene (County),99039.0
1487,IN,Grant (County),99053.0
1486,NY,Ontario (County),99069.0
1486,NY,Yates (County),99123.0
1486,NY,Steuben (County),99101.0
1486,NY,Livingston (County),99051.0
1486,NY,Madison (County),99053.0
1486,NY,Schuyler (County),99097.0
1487,IN,Blackford (County),99009.0
1486,NY,Montgomery (County),99057.0
1486,NY,Sullivan (County),99105.0
1487,IN,Greene (County),99055.0
1487,IN,Clay (County),99021.0
1487,IN,Henry (County),99065.0
1490,NC,Bladen (County),99017.0
1490,NC,Columbus (County),99047.0
1490,NC,Lenoir (County),99107.0
1490,NC,Onslow (County),99133.0
1487,IN,Hendricks (County),99063.0
1487,IN,Marion (County),99097.0
1490,NC,Chowan (County),99041.0
1490,NC,Dare (County),99055.0
1490,NC,Northampton (County),99131.0
1490,NC,Pender (County),99141.0
1488,VT,Windsor (County),99027.0
1487,IN,Randolph (County),99135.0
1490,NC,Harnett (County),99085.0
1490,NC,Franklin (County),99069.0
1487,IN,Delaware (County),99035.0
1490,NC,Tyrrell (County),99177.0
1490,NC,Bertie (County),99015.0
1490,NC,Jones (County),99103.0
1488,VT,Windham (County),99025.0
1490,NC,Halifax (County),99083.0
1487,IN,Monroe (County),99105.0
1490,NC,Davidson (County),99057.0
1490,NC,Perquimans (County),99143.0
1487,IN,Putnam (County),99133.0
1490,NC,Edgecombe (County),99065.0
1490,NC,Sampson (County),99163.0
1487,IN,Madison (County),99095.0
1487,IN,Hancock (County),99059.0
1490,NC,Currituck (County),99053.0
1490,NC,Carteret (County),99031.0
1490,NC,Pasquotank (County),99139.0
1490,NC,New Hanover (County),99129.0
1487,IN,Morgan (County),99109.0
1487,IN,Johnson (County),99081.0
1490,NC,Durham (County),99063.0
1490,NC,Cumberland (County),99051.0
1490,NC,Pitt (County),99147.0
1490,NC,Pamlico (County),99137.0
1490,NC,Brunswick (County),99019.0
1489,NH,Cheshire (County),99005.0
1490,NC,Martin (County),99117.0
1490,NC,Hertford (County),99091.0
1487,IN,Owen (County),99119.0
1490,NC,Eastern Band of Cherokee Indians of North Carolina,19390.0
1488,VT,Orange (County),99017.0
1490,NC,Robeson (County),99155.0
1490,NC,Greene (County),99079.0
1488,VT,Bennington (County),99003.0
1487,IN,Boone (County),99011.0
1490,NC,Granville (County),99077.0
1489,NH,Sullivan (County),99019.0
1487,IN,Jay (County),99075.0
1490,NC,Hyde (County),99095.0
1490,NC,Craven (County),99049.0
1487,IN,Montgomery (County),99107.0
1490,NC,Orange (County),99135.0
1490,NC,Duplin (County),99061.0
1490,NC,Person (County),99145.0
1490,NC,Beaufort (County),99013.0
1490,NC,Johnston (County),99101.0
1487,IN,Hamilton (County),99057.0
1490,NC,Camden (County),99029.0
1490,NC,Nash (County),99127.0
1487,IN,Shelby (County),99145.0
1490,NC,Gates (County),99073.0
1490,NC,Vance (County),99181.0
1490,NC,Washington (County),99187.0
1490,NC,Wayne (County),99191.0
1491,VA,Bedford,5544.0
1491,VA,Alexandria,1000.0
1491,VA,Amelia (County),99007.0
1490,NC,Wake (County),99183.0
1491,VA,Augusta (County),99015.0
1491,VA,Arlington (County),99013.0
1491,VA,Amherst (County),99009.0
1490,NC,Wilson (County),99195.0
1491,VA,Albemarle (County),99003.0
1491,VA,Bedford (County),99019.0
1491,VA,Essex (County),99057.0
1491,VA,Charlottesville,14968.0
1491,VA,Lancaster (County),99103.0
1491,VA,Hanover (County),99085.0
1491,VA,Culpeper (County),99047.0
1491,VA,Isle of Wight (County),99093.0
1491,VA,Buena Vista,11032.0
1491,VA,Fluvanna (County),99065.0
1491,VA,Goochland (County),99075.0
1491,VA,Middlesex (County),99119.0
1491,VA,Petersburg,61832.0
1491,VA,Accomack (County),99001.0
1491,VA,Campbell (County),99031.0
1491,VA,Fairfax,26496.0
1491,VA,Greene (County),99079.0
1491,VA,Loudoun (County),99107.0
1491,VA,Nelson (County),99125.0
1491,VA,Prince Edward (County),99147.0
1491,VA,Prince George (County),99149.0
1491,VA,Charlotte (County),99037.0
1491,VA,Chesapeake,16000.0
1491,VA,Harrisonburg,35624.0
1491,VA,Madison (County),99113.0
1491,VA,Northumberland (County),99133.0
1490,NC,Warren (County),99185.0
1491,VA,Colonial Heights,18448.0
1491,VA,Cumberland (County),99049.0
1491,VA,Hopewell,38424.0
1491,VA,James City (County),99095.0
1491,VA,Page (County),99139.0
1491,VA,Fauquier (County),99061.0
1491,VA,Pittsylvania (County),99143.0
1491,VA,Lynchburg,47672.0
1491,VA,Emporia,25808.0
1491,VA,Richmond,67000.0
1491,VA,King and Queen (County),99097.0
1491,VA,Hampton,35000.0
1491,VA,Powhatan (County),99145.0
1491,VA,Norfolk,57000.0
1491,VA,Northampton (County),99131.0
1491,VA,Appomattox (County),99011.0
1491,VA,Franklin,29600.0
1491,VA,Manassas,48952.0
1491,VA,Buckingham (County),99029.0
1491,VA,Gloucester (County),99073.0
1491,VA,Mecklenburg (County),99117.0
1491,VA,Clarke (County),99043.0
1491,VA,Dinwiddie (County),99053.0
1491,VA,Highland (County),99091.0
1491,VA,King William (County),99101.0
1491,VA,Orange (County),99137.0
1491,VA,Portsmouth,64000.0
1491,VA,Danville,21344.0
1491,VA,Fairfax (County),99059.0
1491,VA,King George (County),99099.0
1491,VA,Poquoson,63768.0
1491,VA,Brunswick (County),99025.0
1491,VA,Charles City (County),99036.0
1491,VA,Halifax (County),99083.0
1491,VA,Fredericksburg,29744.0
1491,VA,Newport News,56000.0
1491,VA,Mathews (County),99115.0
1491,VA,Chesterfield (County),99041.0
1491,VA,Caroline (County),99033.0
1491,VA,Henrico (County),99087.0
1491,VA,Greensville (County),99081.0
1491,VA,Nottoway (County),99135.0
1491,VA,New Kent (County),99127.0
1491,VA,Louisa (County),99109.0
1491,VA,Prince William (County),99153.0
1491,VA,Falls Church,27200.0
1491,VA,Lunenburg (County),99111.0
1491,VA,Rappahannock (County),99157.0
1491,VA,Frederick (County),99069.0
1491,VA,Manassas Park,48968.0
1491,VA,Shenandoah (County),99171.0
1491,VA,Surry (County),99181.0
1491,VA,Westmoreland (County),99193.0
1491,VA,Southampton (County),99175.0
1491,VA,Suffolk,76432.0
1491,VA,Waynesboro,83680.0
1491,VA,Rockingham (County),99165.0
1491,VA,Warren (County),99187.0
1491,VA,Richmond (County),99159.0
1491,VA,Staunton,75216.0
1491,VA,Sussex (County),99183.0
1491,VA,Spotsylvania (County),99177.0
1491,VA,Rockbridge (County),99163.0
1491,VA,Virginia Beach,82000.0
1492,MD,Frederick (County),99021.0
1492,MD,Talbot (County),99041.0
1496,WV,Morgan (County),99065.0
1491,VA,Stafford (County),99179.0
1492,MD,Allegany (County),99001.0
1492,MD,Montgomery (County),99031.0
1494,DE,Kent (County),99001.0
1498,CA,Los Angeles (County),99037.0
1492,MD,Caroline (County),99011.0
1496,WV,Grant (County),99023.0
1499,WA,Chelan (County),99007.0
1500,WV,Clay (County),99015.0
1492,MD,Anne Arundel (County),99003.0
1492,MD,Washington (County),99043.0
1494,DE,New Castle (County),99003.0
1499,WA,Clallam (County),99009.0
1499,WA,Kitsap (County),99035.0
1492,MD,Calvert (County),99009.0
1492,MD,Dorchester (County),99019.0
1496,WV,Berkeley (County),99003.0
1496,WV,Mineral (County),99057.0
1499,WA,Pierce (County),99053.0
1499,WA,Whatcom (County),99073.0
1492,MD,Cecil (County),99015.0
1492,MD,Harford (County),99025.0
1496,WV,Hardy (County),99031.0
1496,WV,Randolph (County),99083.0
1499,WA,Snohomish (County),99061.0
1500,WV,Braxton (County),99007.0
1499,WA,San Juan (County),99055.0
1500,WV,Barbour (County),99001.0
1492,MD,Garrett (County),99023.0
1492,MD,Prince George's (County),99033.0
1496,WV,Pendleton (County),99071.0
1498,CA,Riverside (County),99065.0
1500,WV,Boone (County),99005.0
1491,VA,York (County),99199.0
1492,MD,St. Mary's (County),99037.0
1493,DC,District of Columbia (County-equivalent),99001.0
1498,CA,Ventura (County),99111.0
1499,WA,Jefferson (County),99031.0
1491,VA,Williamsburg,86160.0
1492,MD,Baltimore,4000.0
1492,MD,Wicomico (County),99045.0
1494,DE,Sussex (County),99005.0
1499,WA,Grays Harbor (County),99027.0
1499,WA,Mason (County),99045.0
1499,WA,King (County),99033.0
1492,MD,Carroll (County),99013.0
1496,WV,Hampshire (County),99027.0
1499,WA,Skagit (County),99057.0
1492,MD,Kent (County),99029.0
1497,PA,Chester (County),99029.0
1500,WV,Calhoun (County),99013.0
1492,MD,Queen Anne's (County),99035.0
1498,CA,San Bernardino (County),99071.0
1492,MD,Charles (County),99017.0
1496,WV,Jefferson (County),99037.0
1492,MD,Howard (County),99027.0
1499,WA,Thurston (County),99067.0
1496,WV,Tucker (County),99093.0
1492,MD,Somerset (County),99039.0
1500,WV,Cabell (County),99011.0
1498,CA,San Diego (County),99073.0
1492,MD,Baltimore (County),99005.0
1495,DE,New Castle (County),99003.0
1491,VA,Winchester,86720.0
1499,WA,Okanogan (County),99047.0
1492,MD,Worcester (County),99047.0
1499,WA,Island (County),99029.0
1500,WV,Doddridge (County),99017.0
1500,WV,Marshall (County),99051.0
1500,WV,Kanawha (County),99039.0
1500,WV,Harrison (County),99033.0
1500,WV,Marion (County),99049.0
1500,WV,Monroe (County),99063.0
1500,WV,Lewis (County),99041.0
1500,WV,McDowell (County),99047.0
1500,WV,Gilmer (County),99021.0
1500,WV,Lincoln (County),99043.0
1500,WV,Mercer (County),99055.0
1500,WV,Pendleton (County),99071.0
1500,WV,Fayette (County),99019.0
1500,WV,Greenbrier (County),99025.0
1500,WV,Logan (County),99045.0
1500,WV,Ritchie (County),99085.0
1501,PR,Culebra (Municipio),99049.0
1501,PR,Naguabo (Municipio),99103.0
1502,VA,Buchanan (County),99027.0
1505,CA,San Luis Obispo (County),99079.0
1501,PR,Cabo Rojo (Municipio),99023.0
1500,WV,Webster (County),99101.0
1501,PR,Utuado (Municipio),99141.0
1501,PR,Salinas (Municipio),99123.0
1500,WV,Nicholas (County),99067.0
1501,PR,Juncos (Municipio),99077.0
1503,VI,St. Croix (Island) (County-equivalent),99010.0
1500,WV,Monongalia (County),99061.0
1501,PR,Ceiba (Municipio),99037.0
1501,PR,Guayama (Municipio),99057.0
1501,PR,Yauco (Municipio),99153.0
1502,VA,Smyth (County),99173.0
1500,WV,Wayne (County),99099.0
1501,PR,Arroyo (Municipio),99015.0
1501,PR,Sabana Grande (Municipio),99121.0
1501,PR,Toa Baja (Municipio),99137.0
1500,WV,Summers (County),99089.0
1500,WV,Wetzel (County),99103.0
1501,PR,Naranjito (Municipio),99105.0
1501,PR,San German (Municipio),99125.0
1505,CA,Santa Barbara (County),99083.0
1500,WV,Pocahontas (County),99075.0
1501,PR,Guanica (Municipio),99055.0
1501,PR,Loiza (Municipio),99087.0
1502,VA,Giles (County),99071.0
1503,VI,St. Thomas (Island) (County-equivalent),99030.0
1500,WV,Putnam (County),99079.0
1501,PR,Luquillo (Municipio),99089.0
1504,FM,Chuuk (County-equivalent),99002.0
1501,PR,Coamo (Municipio),99043.0
1502,VA,Bland (County),99021.0
